dataset,chapter_number,sentence_number,source_form,target_form,context_snippet
elfili_sentences,13,217,nguni’t,ngunit," pumasok, nguni’t nangagsih"
elfili_sentences,13,218,nguni’t,ngunit,"a sarili, nguni’t sa isang "
elfili_sentences,14,4,nguni’t,ngunit," at silo, nguni’t ang mga l"
elfili_sentences,14,15,nguni’t,ngunit,nguni’t pag tumam
elfili_sentences,14,20,nguni’t,ngunit,"ng lisyon nguni’t, ang tuna"
elfili_sentences,14,32,nguni’t,ngunit,"mapayapa, nguni’t ang katun"
elfili_sentences,14,35,Nguni’t,Ngunit,Nguni’t ang ingay
elfili_sentences,14,54,Nguni’t,Ngunit,—¡Nguni’t p....!
elfili_sentences,14,56,nguni’t,ngunit,"kaprayle, nguni’t sa mga ga"
elfili_sentences,14,61,Nguni’t,Ngunit,Nguni’t turan nin
elfili_sentences,14,64,Nguni’t,Ngunit,Nguni’t hindi na 
elfili_sentences,14,69,Nguni’t,Ngunit,—¿Nguni’t saan mana
elfili_sentences,14,84,Nguni’t,Ngunit,—Nguni’t ¿saan man
elfili_sentences,14,96,nguni’t,ngunit,"agkukuro, nguni’t ibigay na"
elfili_sentences,14,99,Nguni’t,Ngunit,—¡Nguni’t p....!
elfili_sentences,14,108,nguni’t,ngunit,naiimbak; nguni’t inaakala 
elfili_sentences,14,116,nguni’t,ngunit,"g mabuti, nguni’t isang pal"
elfili_sentences,14,123,nguni’t,ngunit,ikatututo nguni’t pinipigil
elfili_sentences,14,131,nguni’t,ngunit,"Sandoval, nguni’t sa katala"
elfili_sentences,14,137,nguni’t,ngunit,a España; nguni’t sa dahila
elfili_sentences,14,159,nguni’t,ngunit,l ng isa—¿nguni’t ano ang i
elfili_sentences,14,168,Nguni’t,Ngunit,—Nguni’t ang Lupon
elfili_sentences,14,176,nguni’t,ngunit,"P. Irene, nguni’t sinabi sa"
elfili_sentences,14,194,nguni’t,ngunit, ng usap; nguni’t si Isagan
elfili_sentences,14,198,Nguni’t,Ngunit,Nguni’t ¿papaano 
elfili_sentences,15,2,nguni’t,ngunit,"naroroon, nguni’t dumating "
elfili_sentences,15,9,nguni’t,ngunit,nata!.... nguni’t umupo kay
elfili_sentences,15,13,Capitang,Kapitang,"a prayle, Capitang General, "
elfili_sentences,15,13,nguni’t,ngunit,"ang iyon, nguni’t ng maramd"
elfili_sentences,15,16,Nguni’t,Ngunit,"Nguni’t ituloy, i"
elfili_sentences,15,19,Nguni’t,Ngunit,Nguni’t may takda
elfili_sentences,15,42,Nguni’t,Ngunit,—Nguni’t sa dahila
elfili_sentences,15,60,nguni’t,ngunit,"na umuwi, nguni’t gayon man"
elfili_sentences,15,62,nguni’t,ngunit,n ang.... nguni’t mayroon d
elfili_sentences,15,66,nguni’t,ngunit,bihin.... nguni’t ¿nasaan k
elfili_sentences,15,69,nguni’t,ngunit," sabihin, nguni’t nakalimut"
elfili_sentences,15,74,nguni’t,ngunit,"’y gayon, nguni’t hindi sa "
elfili_sentences,15,87,Nguni’t,Ngunit,—¿Nguni’t ilan na s
elfili_sentences,15,95,nguni’t,ngunit," panahon, nguni’t tumugon:"
elfili_sentences,15,96,nguni’t,ngunit,"t mediko, nguni’t hindi ko "
elfili_sentences,15,96,nguni’t,ngunit,a kanila; nguni’t kung mara
elfili_sentences,16,39,nguni’t,ngunit, Timoteo—¡nguni’t ang nagug
elfili_sentences,16,60,nguni’t,ngunit,"a España, nguni’t doo’y nau"
elfili_sentences,16,62,nguni’t,ngunit,"ang yuko, nguni’t pinutol n"
elfili_sentences,16,76,nguni’t,ngunit,"gtawanan, nguni’t nagpigil "
elfili_sentences,16,80,nguni’t,ngunit,maibigan; nguni’t ang babai
elfili_sentences,16,105,nguni’t,ngunit," Quiroga, nguni’t nabalik n"
elfili_sentences,16,109,Nguni’t,Ngunit,Nguni’t ang lahat
elfili_sentences,16,112,nguni’t,ngunit,ng tango; nguni’t kailangan
elfili_sentences,16,120,nguni’t,ngunit,"o ng iba, nguni’t kailangan"
elfili_sentences,16,122,nguni’t,ngunit, Quiroga—¿nguni’t huli ba m
elfili_sentences,16,135,nguni’t,ngunit,g sapatos—nguni’t sa dahila
elfili_sentences,16,141,Nguni’t,Ngunit,—Nguni’t unawain n
elfili_sentences,16,141,nguni’t,ngunit,"ng bayan, nguni’t hindi ang"
elfili_sentences,16,148,Nguni’t,Ngunit,—Nguni’t anak ko—a
elfili_sentences,16,151,nguni’t,ngunit," marahil, nguni’t ang katun"
elfili_sentences,16,168,Nguni’t,Ngunit,"—Nguni’t, Padre, s"
elfili_sentences,16,173,Nguni’t,Ngunit,—Nguni’t makingig 
elfili_sentences,16,177,Nguni’t,Ngunit,Nguni’t ang sanhi
elfili_sentences,16,180,Nguni’t,Ngunit,—Nguni’t anong sal
elfili_sentences,16,184,nguni’t,ngunit,"inanggap, nguni’t si P. Sal"
elfili_sentences,17,12,nguni’t,ngunit,"P. Salvi, nguni’t hindi niy"
elfili_sentences,17,58,Nguni’t,Ngunit,—Nguni’t ¡puñales!
elfili_sentences,17,67,nguni’t,ngunit,"alinuhan, nguni’t ang pagga"
elfili_sentences,17,68,nguni’t,ngunit," Quiroga, nguni’t kung pagw"
elfili_sentences,18,17,nguni’t,ngunit,"paningin, nguni’t sa dahila"
elfili_sentences,18,20,nguni’t,ngunit,merikano;—nguni’t huwag po 
elfili_sentences,18,52,nguni’t,ngunit,nak hari; nguni’t gaano ang
elfili_sentences,18,65,nguni’t,ngunit,"an ninyo, nguni’t ipinamama"
elfili_sentences,18,94,nguni’t,ngunit, sa daan; nguni’t ang lahat
elfili_sentences,18,119,nguni’t,ngunit,y malalim nguni’t nagbabala
elfili_sentences,18,130,nguni’t,ngunit,"lang noo, nguni’t walang na"
elfili_sentences,18,178,nguni’t,ngunit, palabas; nguni’t wala na s
elfili_sentences,19,2,nguni’t,ngunit,"agagalit, nguni’t pag namuh"
elfili_sentences,19,13,nguni’t,ngunit,"ang daan, nguni’t ang mga c"
elfili_sentences,19,20,Nguni’t,Ngunit,Nguni’t hindi hin
elfili_sentences,19,27,Nguni’t,Ngunit,Nguni’t nang maki
elfili_sentences,19,43,nguni’t,ngunit,uropa.... nguni’t dapat tay
elfili_sentences,19,50,Nguni’t,Ngunit,Nguni’t dapat na 
elfili_sentences,19,56,Nguni’t,Ngunit,Nguni’t siya’y in
elfili_sentences,19,150,nguni’t,ngunit,"ngatawan, nguni’t nagawa ng"
elfili_sentences,19,169,nguni’t,ngunit,"kasawian, nguni’t....."
elfili_sentences,19,173,nguni’t,ngunit,"langguan, nguni’t namatay d"
elfili_sentences,19,178,nguni’t,ngunit,"g mabuti, nguni’t ako’y nil"
elfili_sentences,20,24,nguni’t,ngunit,ng lakas; nguni’t ang Anteo
elfili_sentences,20,35,Nguni’t,Ngunit,Nguni’t si D. Cus
elfili_sentences,20,37,nguni’t,ngunit,ahadlang; nguni’t kinakalam
elfili_sentences,20,48,nguni’t,ngunit,a kanila; nguni’t hindi sil
elfili_sentences,20,50,nguni’t,ngunit,"gtanggol, nguni’t kailangan"
elfili_sentences,20,65,nguni’t,ngunit,"a masama, nguni’t kailangan"
elfili_sentences,20,86,nguni’t,ngunit," maiinam, nguni’t kailangan"
elfili_sentences,20,95,nguni’t,ngunit,"ng laman, nguni’t ang huli "
elfili_sentences,20,101,nguni’t,ngunit,g bulalas—nguni’t ito’y nas
elfili_sentences,20,104,nguni’t,ngunit,"g eureka, nguni’t nagsisimu"
elfili_sentences,21,4,nguni’t,ngunit,"g tingig, nguni’t lalo pa m"
elfili_sentences,21,6,nguni’t,ngunit," sa lahi, nguni’t gayon man"
elfili_sentences,21,15,nguni’t,ngunit,"ing lipi, nguni’t siya’y na"
elfili_sentences,21,37,nguni’t,ngunit,kamtakam; nguni’t nakikipag
elfili_sentences,21,39,Nguni’t,Ngunit,—Nguni’t—ang bulon
elfili_sentences,21,40,Nguni’t,Ngunit,—¡Nguni’t nasa wika
elfili_sentences,21,48,nguni’t,ngunit,"sa Paris, nguni’t hindi man"
elfili_sentences,21,49,Nguni’t,Ngunit,Nguni’t marami di
elfili_sentences,21,59,Nguni’t,Ngunit,Nguni’t gayon man
elfili_sentences,21,61,Nguni’t,Ngunit,Nguni’t sa pasula
elfili_sentences,21,69,nguni’t,ngunit,ubuti nga nguni’t lalo pang
elfili_sentences,21,86,Nguni’t,Ngunit,Nguni’t makaraan 
elfili_sentences,21,90,nguni’t,ngunit,ag-uutos; nguni’t pag-iinga
elfili_sentences,21,108,Nguni’t,Ngunit,Nguni’t ¿ano ang 
elfili_sentences,21,129,nguni’t,ngunit,"paghinga, nguni’t ang koron"
elfili_sentences,21,137,nguni’t,ngunit,"g mabuti, nguni’t hindi ako"
elfili_sentences,21,150,nguni’t,ngunit,"i mediko, nguni’t isang man"
elfili_sentences,21,153,nguni’t,ngunit, libo.... nguni’t ¿ano ang 
elfili_sentences,21,154,Nguni’t,Ngunit,Nguni’t sino ba n
elfili_sentences,21,165,nguni’t,ngunit,"ag-iisip, nguni’t napakatal"
elfili_sentences,21,167,nguni’t,ngunit," matalas, nguni’t napakatal"
elfili_sentences,21,171,Nguni’t,Ngunit,Nguni’t si Tadeo 
elfili_sentences,21,191,Nguni’t,Ngunit,Nguni’t tingnan m
elfili_sentences,21,196,nguni’t,ngunit,"i Pelaez, nguni’t higit dit"
elfili_sentences,22,4,nguni’t,ngunit," palabas, nguni’t kulang na"
elfili_sentences,22,50,Nguni’t,Ngunit,"Nguni’t hindi, sa"
elfili_sentences,22,52,nguni’t,ngunit," ng gulo, nguni’t ang nayar"
elfili_sentences,22,53,nguni’t,ngunit,"Sandoval, nguni’t waring sa"
elfili_sentences,22,73,nguni’t,ngunit,"ang abot, nguni’t malaki an"
elfili_sentences,22,77,Nguni’t,Ngunit,Nguni’t walang na
elfili_sentences,22,122,Nguni’t,Ngunit,Nguni’t ang katuw
elfili_sentences,22,138,Nguni’t,Ngunit,Nguni’t hindi nap
elfili_sentences,22,139,nguni’t,ngunit,renicheux nguni’t ang nakat
elfili_sentences,22,142,Nguni’t,Ngunit,Nguni’t agad na i
elfili_sentences,22,151,nguni’t,ngunit,li at.... nguni’t sa dahila
elfili_sentences,22,154,Nguni’t,Ngunit,Nguni’t ang kagip
elfili_sentences,22,228,Nguni’t,Ngunit,Nguni’t ang pagda
elfili_sentences,22,249,nguni’t,ngunit,"tumindig, nguni’t walang an"
elfili_sentences,22,255,nguni’t,ngunit," guantes, nguni’t dahil sa "
elfili_sentences,22,263,nguni’t,ngunit,"ang baro, nguni’t walang ba"
elfili_sentences,23,11,Nguni’t,Ngunit,Nguni’t iniiiling
elfili_sentences,23,22,nguni’t,ngunit,"a kaniya, nguni’t ang binat"
elfili_sentences,23,27,nguni’t,ngunit,"pilipino, nguni’t ipinagbab"
elfili_sentences,23,65,nguni’t,ngunit,"asayahan, nguni’t walang is"
elfili_sentences,23,109,nguni’t,ngunit,"inauupan, nguni’t nadingig "
elfili_sentences,23,112,nguni’t,ngunit,"sa mundo, nguni’t gayon man"
elfili_sentences,23,112,nguni’t,ngunit,"payapaan, nguni’t mga pagba"
elfili_sentences,23,116,nguni’t,ngunit,ay pakpak nguni’t nangakaga
elfili_sentences,24,16,Nguni’t,Ngunit,Nguni’t sa mga su
elfili_sentences,24,23,nguni’t,ngunit,ng bayan; nguni’t sa dahila
elfili_sentences,24,51,nguni’t,ngunit,"ng batid, nguni’t ang pagka"
elfili_sentences,24,53,nguni’t,ngunit,"kakataon, nguni’t ang pangy"
elfili_sentences,24,63,nguni’t,ngunit,nangyari; nguni’t naalala n
elfili_sentences,24,64,nguni’t,ngunit," nangako, nguni’t sa sarili"
elfili_sentences,24,72,Nguni’t,Ngunit,Nguni’t madali si
elfili_sentences,24,84,Nguni’t,Ngunit,Nguni’t nadingig 
elfili_sentences,24,89,nguni’t,ngunit,"Sa gayon, nguni’t ¿kailan?"
elfili_sentences,24,94,nguni’t,ngunit,"ag-aaral, nguni’t ang tagum"
elfili_sentences,24,110,nguni’t,ngunit,"nggalian, nguni’t kami ang "
elfili_sentences,24,129,nguni’t,ngunit,"o Pelaez, nguni’t sa ganang"
elfili_sentences,25,7,nguni’t,ngunit,"bibiruan, nguni’t nahahalat"
elfili_sentences,25,27,nguni’t,ngunit,"o Pelaez, nguni’t sa dahila"
elfili_sentences,25,70,nguni’t,ngunit," o hapon, nguni’t sa dahila"
elfili_sentences,25,70,nguni’t,ngunit,"pilipino, nguni’t gayon man"
elfili_sentences,25,70,nguni’t,ngunit,"’y insik, nguni’t insik man"
elfili_sentences,25,71,nguni’t,ngunit,"a kaniya, nguni’t gayon man"
elfili_sentences,26,22,Nguni’t,Ngunit,"ng guro,—¿Nguni’t kasama ba"
elfili_sentences,26,30,nguni’t,ngunit,"umikilos, nguni’t kakilakil"
elfili_sentences,26,45,nguni’t,ngunit,"a paskin, nguni’t ¡huwag ka"
elfili_sentences,26,88,nguni’t,ngunit," o hindi, nguni’t sa pagbib"
elfili_sentences,26,90,nguni’t,ngunit,nguni’t ¿ano ang 
elfili_sentences,26,94,nguni’t,ngunit,"—Oo, oo; nguni’t ¿ano ang "
elfili_sentences,26,98,nguni’t,ngunit,"tatakwil, nguni’t ¿ano na a"
elfili_sentences,26,108,Nguni’t,Ngunit,—Nguni’t sino kaya
elfili_sentences,26,121,nguni’t,ngunit,iglabigla nguni’t hindi na 
elfili_sentences,26,127,nguni’t,ngunit,"sip niya, nguni’t hindi nak"
elfili_sentences,27,24,nguni’t,ngunit,"rangalan, nguni’t gayon man"
elfili_sentences,27,32,Nguni’t,Ngunit,Nguni’t gayon man
elfili_sentences,27,39,nguni’t,ngunit,"ang sabi,—nguni’t huwag nin"
elfili_sentences,27,51,Nguni’t,Ngunit,Nguni’t sa aking 
elfili_sentences,27,56,nguni’t,ngunit,"umutupad, nguni’t kung itut"
elfili_sentences,27,59,Nguni’t,Ngunit,Nguni’t yamang pu
elfili_sentences,27,95,nguni’t,ngunit,"agtatalo, nguni’t huli na."
elfili_sentences,27,103,Nguni’t,Ngunit,"Nguni’t, gaya rin"
elfili_sentences,27,107,nguni’t,ngunit,ang layon nguni’t mga kasak
elfili_sentences,27,118,Nguni’t,Ngunit,—Nguni’t masasabi 
elfili_sentences,27,149,nguni’t,ngunit,"o’t dito, nguni’t hindi map"
elfili_sentences,27,151,nguni’t,ngunit,-uusapan; nguni’t kayo P. F
elfili_sentences,28,7,Nguni’t,Ngunit,Nguni’t si Fray I
elfili_sentences,28,13,nguni’t,ngunit,ahubaran; nguni’t ¡ang hind
elfili_sentences,28,19,Nguni’t,Ngunit,Nguni’t si Simoun
elfili_sentences,28,19,nguni’t,ngunit,"tindahan, nguni’t si D. Cus"
elfili_sentences,28,20,nguni’t,ngunit,g balita; nguni’t nang mata
elfili_sentences,28,22,nguni’t,ngunit,"akastila, nguni’t ipinapiit"
elfili_sentences,28,42,nguni’t,ngunit,bumangon; nguni’t hindi man
elfili_sentences,28,44,nguni’t,ngunit," tumakbo, nguni’t sa dahila"
elfili_sentences,28,55,nguni’t,ngunit,"gyarihan, nguni’t sinawata "
elfili_sentences,28,59,Nguni’t,Ngunit,Nguni’t ang matap
elfili_sentences,28,64,nguni’t,ngunit,akadingig nguni’t hindi sum
elfili_sentences,28,103,nguni’t,ngunit," Chichoy, nguni’t ipaliliwa"
elfili_sentences,28,135,nguni’t,ngunit," sandata, nguni’t nang wala"
elfili_sentences,29,3,nguni’t,ngunit,"kumpisal, nguni’t ang mabut"
elfili_sentences,29,6,nguni’t,ngunit,"ibabayad, nguni’t ¡kay kapi"
elfili_sentences,29,11,nguni’t,ngunit,"ing araw, nguni’t pinairal "
elfili_sentences,29,23,Nguni’t,Ngunit,—Nguni’t ang isa’y
elfili_sentences,29,44,Nguni’t,Ngunit,Nguni’t ipinakli 
elfili_sentences,29,46,Nguni’t,Ngunit,Nguni’t si P. Ire
elfili_sentences,30,14,nguni’t,ngunit,"agkasira, nguni’t lalagyan "
elfili_sentences,30,24,nguni’t,ngunit,"ang biro, nguni’t di pa man"
elfili_sentences,30,24,nguni’t,ngunit,"biro nga, nguni’t pinagkuru"
elfili_sentences,30,36,nguni’t,ngunit,"akatagpo, nguni’t pinahahal"
elfili_sentences,30,46,nguni’t,ngunit,g binata; nguni’t sa dahila
elfili_sentences,30,57,Nguni’t,Ngunit,Nguni’t walang ma
elfili_sentences,30,60,nguni’t,ngunit,"ng Tiani, nguni’t kailangan"
elfili_sentences,30,61,Nguni’t,Ngunit,—Nguni’t mabibigya
elfili_sentences,30,63,nguni’t,ngunit,"al-bugal, nguni’t kung maki"
elfili_sentences,30,70,nguni’t,ngunit," umiimik, nguni’t sa ganang"
elfili_sentences,30,79,nguni’t,ngunit,"ung ibig, nguni’t sinabi ng"
elfili_sentences,30,85,nguni’t,ngunit,"yang ama, nguni’t gayon man"
elfili_sentences,30,94,nguni’t,ngunit,g lelong; nguni’t ang lelon
elfili_sentences,30,102,Nguni’t,Ngunit,Nguni’t ang mga b
elfili_sentences,30,104,Nguni’t,Ngunit,Nguni’t ang umaga
elfili_sentences,30,125,nguni’t,ngunit,"pinayapa, nguni’t si Huli a"
elfili_sentences,30,136,nguni’t,ngunit,"g tainga, nguni’t nagbibing"
elfili_sentences,30,145,Nguni’t,Ngunit,—Nguni’t napakahan
elfili_sentences,30,163,nguni’t,ngunit,"aan yaon, nguni’t malaon ng"
elfili_sentences,30,165,nguni’t,ngunit,"sa bayan, nguni’t sinabi sa"
elfili_sentences,30,165,nguni’t,ngunit,"pamayapa, nguni’t ang Hukom"
elfili_sentences,31,6,nguni’t,ngunit,"bulungan, nguni’t napakalab"
elfili_sentences,31,14,nguni’t,ngunit, na iyon; nguni’t sinasabi 
elfili_sentences,31,23,nguni’t,ngunit, kaharap;—nguni’t may nagsa
elfili_sentences,31,45,Nguni’t,Ngunit,—¿Nguni’t hindi po 
elfili_sentences,31,59,nguni’t,ngunit," General, nguni’t ang bayan"
elfili_sentences,31,82,nguni’t,ngunit,"kakamali, nguni’t hindi ko "
elfili_sentences,31,84,nguni’t,ngunit,"tila rin, nguni’t bago ang "
elfili_sentences,31,97,nguni’t,ngunit,ing dugo; nguni’t gaya rin 
elfili_sentences,32,4,nguni’t,ngunit," alisaga, nguni’t nang maka"
elfili_sentences,32,12,Capitang,Kapitang,il sa ang Capitang General a
elfili_sentences,32,12,nguni’t,ngunit,"pag-alis, nguni’t nababalit"
elfili_sentences,32,19,nguni’t,ngunit,"—Marahil, nguni’t sa dahila"
elfili_sentences,32,37,nguni’t,ngunit,"laymalay, nguni’t buongbuo;"
elfili_sentences,32,39,nguni’t,ngunit,"hinagpis, nguni’t hindi na "
elfili_sentences,33,20,nguni’t,ngunit," Basilio, nguni’t quantum m"
elfili_sentences,33,47,Nguni’t,Ngunit,Nguni’t walang ka
elfili_sentences,33,67,nguni’t,ngunit,"inlangan, nguni’t kayo’y du"
elfili_sentences,33,80,nguni’t,ngunit,sa lahat: nguni’t pagkaraan
elfili_sentences,33,115,nguni’t,ngunit,"mga gawa, nguni’t ang tao’y"
elfili_sentences,34,3,nguni’t,ngunit,"i umuuwi, nguni’t nawala mu"
elfili_sentences,34,9,nguni’t,ngunit,"y Simoun, nguni’t sinabi sa"
elfili_sentences,34,12,nguni’t,ngunit,"bulaklak, nguni’t hindi niy"
elfili_sentences,34,20,nguni’t,ngunit,"ng balak, nguni’t sinagot d"
elfili_sentences,34,31,nguni’t,ngunit,"apalaran, nguni’t ang mga n"
elfili_sentences,34,35,nguni’t,ngunit,"uhay ako, nguni’t hindi ako"
elfili_sentences,34,37,nguni’t,ngunit,"Custodio, nguni’t paparoong"
elfili_sentences,34,48,nguni’t,ngunit,"elazquez, nguni’t hindi niy"
elfili_sentences,34,56,nguni’t,ngunit,"ng madla, nguni’t hindi nak"
elfili_sentences,35,18,nguni’t,ngunit,ng na nga nguni’t wala pa a
elfili_sentences,35,19,nguni’t,ngunit,"ailangan, nguni’t dapat mun"
elfili_sentences,35,19,nguni’t,ngunit,"paparoon, nguni’t hindi man"
elfili_sentences,35,22,nguni’t,ngunit,nakangiti nguni’t ngalingal
elfili_sentences,35,44,nguni’t,ngunit,"ga hotel, nguni’t marami si"
elfili_sentences,35,69,nguni’t,ngunit,gyarihan; nguni’t dumating 
elfili_sentences,35,85,nguni’t,ngunit,"g hangin, nguni’t ang kalam"
elfili_sentences,35,91,nguni’t,ngunit," General, nguni’t hindi siy"
elfili_sentences,35,96,Nguni’t,Ngunit,Nguni’t nalimot n
elfili_sentences,35,128,nguni’t,ngunit,"ig turan, nguni’t hindi rin"
elfili_sentences,35,168,nguni’t,ngunit,"tumindig, nguni’t sa pangin"
elfili_sentences,35,171,Nguni’t,Ngunit,Nguni’t ang kaniy
elfili_sentences,35,176,Nguni’t,Ngunit,—Nguni’t mangyayar
elfili_sentences,35,187,Nguni’t,Ngunit,Nguni’t ang anino
elfili_sentences,37,2,subali’t,subalit,"ngawngaw, subali’t malaki na"
elfili_sentences,37,9,nguni’t,ngunit,"t talaan, nguni’t hindi mak"
elfili_sentences,37,28,Nguni’t,Ngunit,Nguni’t....
elfili_sentences,37,29,Nguni’t,Ngunit,—Nguni’t.... nguni
elfili_sentences,37,29,nguni’t,ngunit,gunit.... nguni’t....
elfili_sentences,37,45,nguni’t,ngunit,"ng boses,—nguni’t kailangan"
elfili_sentences,37,61,Nguni’t,Ngunit,—Nguni’t ¿wala ba 
elfili_sentences,37,63,nguni’t,ngunit,"ni Momoy,—nguni’t naalaala "
elfili_sentences,37,66,Nguni’t,Ngunit,—¿Nguni’t hindi ba 
elfili_sentences,37,86,nguni’t,ngunit,"si Momoy, nguni’t nawala an"
elfili_sentences,37,96,nguni’t,ngunit,"si Momoy, nguni’t nang maki"
elfili_sentences,38,37,nguni’t,ngunit," ay wala, nguni’t naaawa ak"
elfili_sentences,38,69,nguni’t,ngunit," ng Dios, nguni’t ang bunga"
elfili_sentences,38,84,nguni’t,ngunit," sumunod, nguni’t ang lalak"
elfili_sentences,38,84,nguni’t,ngunit,"umisigaw, nguni’t hindi mal"
elfili_sentences,38,86,Nguni’t,Ngunit,Nguni’t binantaan
elfili_sentences,38,93,nguni’t,ngunit, bayoneta nguni’t hindi man
elfili_sentences,39,22,Nguni’t,Ngunit,Nguni’t ang kaniy
elfili_sentences,39,32,Nguni’t,Ngunit,Nguni’t sinasabi 
elfili_sentences,39,51,Nguni’t,Ngunit,Nguni’t ang may k
elfili_sentences,39,61,nguni’t,ngunit,"—Kaunti, nguni’t sa loob n"
elfili_sentences,39,70,nguni’t,ngunit,"ay ay oo, nguni’t buhay ay "
elfili_sentences,39,79,Nguni’t,Ngunit,—Nguni’t isang pan
elfili_sentences,39,88,nguni’t,ngunit,"g sarili, nguni’t madaling "
elfili_sentences,39,94,nguni’t,ngunit," pangkat, nguni’t saan man,"
elfili_sentences,39,97,nguni’t,ngunit," mabigat, nguni’t sa boong "
elfili_sentences,39,100,nguni’t,ngunit," banayad, nguni’t mahimok:"
elfili_sentences,39,120,nguni’t,ngunit,y namali; nguni’t sa dahila
elfili_sentences,39,129,nguni’t,ngunit,"bigan ko, nguni’t ang lalon"
elfili_sentences,39,132,nguni’t,ngunit,"a kaniya, nguni’t pumapatay"
elfili_sentences,39,133,nguni’t,ngunit,"ng bayan, nguni’t mga tulis"
elfili_sentences,39,152,nguni’t,ngunit,"abuhayan, nguni’t, oo, atin"
elfili_sentences,39,155,Subali’t,Subalit,Subali’t samantala
elfili_sentences,39,160,nguni’t,ngunit,"agsalita, nguni’t ang tangi"
elfili_sentences,39,172,nguni’t,ngunit,atutulog; nguni’t nang mara
elfili_sentences,39,187,nguni’t,ngunit,"ilaliman, nguni’t muling na"
